subset,invariance_score,predictiveness_train,predictiveness_val,predictiveness_test,skill_score_test,regret_cluster_0,regret_cluster_1,regret_cluster_2,regret_cluster_3,regret_cluster_4
"{TA, SW_IN, SW_IN_POT, dSW_IN_POT, LST_Day, LST_Night, EVI, NIRv}",4.591296972317573e-07,0.058393033051018894,0.05215797597386995,0.062498845979503344,0.01365538843263405,0.0016438775886549253,0.0012067795872335585,0.0023585710006124583,0.0009028568512700341,0.0026997647097586203
"{SW_IN_POT, LST_Night, NIRv, NDWI_SWIR2}",4.2317985422352464e-07,0.0691516975741502,0.06863878363943182,0.07462555023600662,-0.16714613185692132,0.0018479474456427059,0.0033707989939513877,0.002147845137799753,0.0020076437035959974,0.0032545359405121016
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, EVI, NDWI_SWIR2, PFT}",2.518181515333599e-06,0.054775402221350404,0.05124827586271373,0.05754979361836539,0.16826632025403843,0.002039955850856194,0.0030979179448547417,0.0016948709511087554,0.0021499649305300045,0.006038717699514945
"{TA, SW_IN, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, NDWI_SWIR2}",3.002755485794695e-07,0.05937602756865089,0.05483180435420335,0.06836095359119956,-0.2157550173088998,0.003265930967703036,0.0021096995583736247,0.0015854583377528791,0.002337566263329531,0.0021566122727676024
"{VPD, SW_IN, SW_IN_POT, dSW_IN_POT_daily, EVI, NDWI_SWIR2, PFT}",3.19246803023266e-06,0.0551061310709974,0.052973707663534694,0.05685893315747232,0.1470546658431063,0.0024681836746388228,0.003408603383485781,0.0014728783004074805,0.0025759040674346867,0.006676093229093155
"{TA, VPD, SW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, NDWI_SWIR2}",7.696541391821265e-07,0.06137109072302259,0.05536698464614838,0.06621668725996635,0.04157345297185522,0.0020411074215258562,0.003032622462576358,0.003085906325339241,0.0023664345515479676,0.00458793765730145
"{TA, VPD, dSW_IN_POT, LST_Day, LST_Night, NDWI_SWIR2}",5.533280819734872e-07,0.07743978875233123,0.06733107567544652,0.08054340199290563,-0.2627228681736646,0.004089747798106821,0.0030025290154764017,0.0026603761152208527,0.004686707879161069,0.003245189366272938
"{SW_IN_POT, SW_IN_POT_daily, LST_Night, EVI, PFT}",1.3737715117774659e-06,0.06621183503783265,0.06714363024509853,0.07563067584406968,-0.035539543794869954,0.0017173442179710396,0.0021961691118706217,0.0022377780318033336,0.0008690969458897899,0.004413788156183901
"{SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Night, NDWI_SWIR2, PFT}",7.532820730351916e-07,0.05703272629729254,0.05921465470478557,0.06611698369011151,0.009735308142376978,0.001576716168492573,0.0035492999059851746,0.0019480451112564717,0.0022996297416018746,0.0037426146249098513
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, EVI, NDWI_SWIR2}",3.5510022881669554e-07,0.05684813928832659,0.054641422156724365,0.06171386351943252,0.005887828948992609,0.0025789096797021946,0.0023557641227398077,0.002112598805392593,0.00151117664436419,0.003333417282271642
"{SW_IN, dSW_IN_POT, EVI, NIRv, PFT}",1.5742892260255908e-06,0.060413259992405606,0.060271456398562656,0.06406201461044411,0.10750635277389485,0.0024413332351950756,0.004257059638022434,0.001405779825988357,0.0016089718441157294,0.0043024754001296656
"{VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT, LST_Night, NIRv, PFT}",1.7925651403042836e-06,0.055382875931616324,0.05249277665646718,0.058430677803691364,0.08424996528084115,0.0019220886968015008,0.00238038718035144,0.001768289619243489,0.0013382259664013255,0.005094112553661698
"{SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Night, EVI, NIRv, PFT}",9.743385419413732e-07,0.05528496855454669,0.053617480968602596,0.06021555067725928,0.06670141572215171,0.0013598429377248006,0.001587389833143965,0.0015161225929141917,0.0003228511483200705,0.0033836718880554673
"{VPD, SW_IN, dSW_IN_POT_daily, LST_Day, NIRv}",6.621725450769428e-08,0.061387258275639324,0.053646120084404524,0.06315112775229989,-0.04398763863141771,0.0015245840592382348,0.0019078807782165752,0.0017050025700451887,0.0015892923893702365,0.002236398130824588
"{VPD, SW_IN, SW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv, PFT}",1.5304334999569904e-06,0.05423556061644953,0.05278376088370365,0.05738808870986267,0.09952662684088776,0.002333474640433847,0.002373306628104019,0.001447376685040934,0.0006952860996799134,0.004387449372160679
"{SW_IN_POT_daily, LST_Night, EVI, NIRv, NDWI_SWIR2, PFT}",6.473458724999074e-08,0.10392143375645678,0.08909942596073037,0.12056868895560308,-0.8229298738160683,-8.179573000859086e-05,0.0006331955147309276,3.558988262554463e-05,4.8335341904862106e-05,2.9639743545722963e-05
"{TA, VPD, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv}",2.6184466760147027e-07,0.062012983759359055,0.05421799306756299,0.06824666199738452,-0.00489197307566247,0.0022472099283591465,0.0024501329313174197,0.0027392512917219225,0.0012614019027344173,0.0024812377761045112
"{TA, VPD, SW_IN, dSW_IN_POT, LST_Day, LST_Night, NDWI_SWIR2}",7.167319102725083e-07,0.0595780330877731,0.05426148480500349,0.06310863201392405,-0.01795996806464582,0.0033127093349637066,0.0015904352634035779,0.0020565263076756657,0.0008752469741667157,0.002692945815711542
"{VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, EVI, NIRv, NDWI_SWIR2, PFT}",1.2558170184975815e-06,0.05310314770162492,0.05219638402509283,0.056715996399359675,0.12252424052584797,0.0021734632056657835,0.0022536422488092997,0.0015831986314209234,0.0012382601322664527,0.004451235156926733
"{TA, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, NDWI_SWIR2, PFT}",1.7320887225087373e-07,0.07412477172735278,0.06947882525363439,0.09405452842332028,-0.5495099638589266,0.00237699520103285,0.0028961125571598245,0.002990767201262512,0.002483924318102307,0.0035476901179413572
"{TA, VPD, SW_IN, dSW_IN_POT_daily, LST_Night, EVI, NIRv, PFT}",1.6692389023746314e-06,0.05469727832481097,0.0517906754753714,0.05760638056641214,0.08189980351165567,0.0015124736053689289,0.0025068578265226155,0.001389109803057724,0.000811131689490173,0.004482668222570221
"{SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, PFT}",9.776022755747411e-07,0.06446072784675196,0.06514067775357396,0.07176478954353371,0.021498833895881492,0.0016699828774796865,0.001953548921305545,0.0017076391386223883,0.0005977599311484255,0.00366097149417606
"{SW_IN_POT, SW_IN_POT_daily, LST_Night, NIRv, NDWI_SWIR2}",2.959727250378272e-07,0.06754245045401057,0.06761595135332349,0.07174211233298311,-0.1470222403149771,0.0021093526490491635,0.0030561248675928937,0.00208622743362967,0.0018803695144305674,0.0031852085992215284
"{SW_IN, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, LST_Night, EVI, NDWI_SWIR2, PFT}",8.793438119039771e-07,0.055039756252026555,0.051519336042408284,0.059024112334983544,0.08168961693289932,0.0018098086707849584,0.00273737130164773,0.0010608436968348248,0.0008612925490693452,0.003284628094423578
"{TA, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Day, NIRv}",1.1374874641358014e-06,0.06582970860379475,0.05723847052303649,0.07482771821765394,-0.21083631418485171,0.0022172450696369,0.001310141463956055,0.00395207747621501,0.0008867851002143518,0.0016614201250692157
"{TA, VPD, SW_IN, SW_IN_POT_daily, LST_Night, EVI, NDWI_SWIR2}",5.088801857745254e-07,0.05789674039623486,0.05358258403444102,0.05778424461283718,0.11026248789271902,0.0021956757068446325,0.002540774739561283,0.0024619812083323672,0.0022271466528989217,0.0041087932068954724
"{TA, VPD, SW_IN}",3.2808053001048247e-06,0.07331403286992647,0.06258585921705156,0.07678626175937317,-0.3612596886376385,0.005513031481261199,0.0016521732874149458,0.00023660384111590105,0.0010611620458688409,0.002188677822793972
"{TA, VPD, SW_IN, SW_IN_POT, EVI, NIRv, NDWI_SWIR2}",1.0133921960334053e-06,0.05878072544778487,0.05279891369153823,0.05792329178903137,0.1261728451764594,0.002314285854400605,0.0026475111465992865,0.0023229804969703283,0.003127753467588555,0.005008295632646792
"{VPD, SW_IN, SW_IN_POT, LST_Night, EVI, NIRv, PFT}",1.7304360760410076e-06,0.055901562508590755,0.052655266022984835,0.05816913114597928,0.1320722860384055,0.0016803601165434404,0.002193824020045962,0.001171342514474899,0.001028736331434292,0.0046429721687139686
"{SW_IN, SW_IN_POT_daily, dSW_IN_POT_daily}",9.518089774433109e-06,0.07553763410067704,0.06733856056568444,0.08216055725465551,-0.5271575234127271,0.009499332147875988,0.001859060687117782,0.0031195819662259844,0.003788102507537465,0.008632831198662691
"{SW_IN_POT, SW_IN_POT_daily, LST_Night, NIRv, PFT}",1.366551212282474e-06,0.06626411561990803,0.06844918749092077,0.07394254650325982,-0.05883672837869014,0.0018639095592978133,0.0024987576461423106,0.0025741639633986013,0.0012403632102731543,0.004705739326928873
"{TA, VPD, dSW_IN_POT_daily, LST_Night, EVI, PFT}",7.901496048205857e-07,0.08111179381580412,0.07596276422536849,0.09419864497020637,-0.5760962072442605,0.0009193705735236063,0.0021021895180782096,0.0018898094929940545,0.0009222692230290638,0.003319921183748256
"{SW_IN, LST_Day, EVI, PFT}",7.127380601135587e-07,0.05966914901189476,0.05826702173846231,0.06365187944543288,0.09008007637947156,0.001540143208433431,0.002122565103720213,0.001371486946845489,0.0013330374589533775,0.0035804680257646854
"{TA, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Night, NDWI_SWIR2, PFT}",1.274605005465943e-06,0.062267354711589784,0.059254539121893796,0.0752208249696985,-0.14229089433373307,0.002378595551147139,0.0029158297414887194,0.002598738964531888,0.0007008438615697318,0.004219993856906287
"{SW_IN, SW_IN_POT, dSW_IN_POT, LST_Night, PFT}",1.5552832251143973e-05,0.06571090639727388,0.05917905638317909,0.08419800686514048,-0.4228716192945366,0.012498213083885462,0.0038815853148824533,0.002405093913979528,0.001593258031856691,0.006670303822180423
"{TA, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, EVI, NIRv, NDWI_SWIR2}",7.075255804725898e-07,0.07680695494725548,0.06943958400826744,0.09860891041219316,-0.5756765527639162,0.0012810794084662652,0.0026270713077277824,0.0032935184245945215,0.003651720465525289,0.0032852415250955724
"{VPD, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, NIRv, PFT}",3.87147246965064e-06,0.05997347030951789,0.05702074583665679,0.06451360842638806,0.05416827433664062,0.0014875666348926411,0.003042801877046475,0.0020387875628042826,0.0020716479633415275,0.006917216642764082
"{LST_Day, LST_Night, EVI, NDWI_SWIR2, PFT}",3.813207684189626e-08,0.10449847455625029,0.08745312152038227,0.12586174333394873,-1.0612638011536868,0.00041033358744824167,0.0007219816348256469,0.0001529820460556136,0.00023889786990098638,0.00042207097959576223
"{SW_IN, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, EVI, PFT}",8.800047225158213e-07,0.055917900948970645,0.05426589911637059,0.060745058494575795,0.05904946166784795,0.0016234465383360777,0.0024698053697786576,0.0016826909657658914,0.0011465283299385634,0.003821874056014432
"{VPD, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, EVI, NIRv, NDWI_SWIR2}",1.7359375617196777e-06,0.07357790800047924,0.0653079956196751,0.07456493300303015,-0.08751554821505109,0.0019572252057268452,0.0027808353857961127,0.0022227441301145706,0.005251011877602775,0.004587681656753953
"{SW_IN_POT, LST_Day, NIRv}",6.959948427190057e-07,0.07446906621709362,0.0678444149873083,0.07368967360823821,-0.1169101778093336,0.0011423685933122096,0.0029954346156683825,0.0030847579937955394,0.0012103463735933725,0.0021220108252242437
"{TA, VPD, SW_IN_POT_daily, dSW_IN_POT, EVI, NDWI_SWIR2}",8.37967668147504e-07,0.07442951967591038,0.0643589100244197,0.07833919293143135,-0.06598366907036883,0.001835263792566738,0.0027792354123493124,0.0034983481125606536,0.004049442701901482,0.0043828628010367104
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, NDWI_SWIR2}",2.950791291574008e-07,0.06253233523747828,0.056980969224405056,0.062017437337817845,0.009714181350029568,0.0032706362572894887,0.0020881784602828912,0.0018043514120822668,0.00292529156271569,0.002274438364982742
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, NIRv, NDWI_SWIR2}",5.607638516888515e-07,0.05600664024644881,0.05195312372408191,0.057877148664999906,0.0791084896812012,0.0026075073197506307,0.0025188698704140602,0.0023901628360112614,0.0012100584617615665,0.0035606346838594066
"{VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv}",2.244885788671958e-07,0.058533699414681034,0.05228147989354707,0.05929091977533213,0.10620608446511844,0.0024111567264244946,0.0014730203951198312,0.0017283413392312416,0.001225913621949043,0.002361516176260181
"{TA, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, NIRv}",3.7262931945637604e-07,0.06829831644424994,0.060523632829724505,0.07949505002343178,-0.46985697537264076,0.0024340911285110345,0.0015623844983936874,0.00230147178295019,0.0009034437196606959,0.002461149645951774
"{SW_IN, SW_IN_POT, dSW_IN_POT, LST_Day, EVI, NIRv, NDWI_SWIR2}",3.3544176302227785e-07,0.057966236391008855,0.054058985189187045,0.060587728737120844,0.12243247239089665,0.002573219970527639,0.002174156623414046,0.002453035099273304,0.0013227798046265699,0.003081364476992088
"{TA, SW_IN, dSW_IN_POT, dSW_IN_POT_daily, EVI, NDWI_SWIR2, PFT}",1.4357393751507095e-06,0.05459726909058067,0.052374612306728435,0.059561038092989696,0.07949291325306528,0.002546622733522977,0.003135479216725877,0.0017736565227069526,0.0016266150408235924,0.004938181900807678
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Night, NIRv, NDWI_SWIR2}",1.0418136631920205e-06,0.05661304962354921,0.051472440477551014,0.05757067298839534,0.03596364299774901,0.002542315993761736,0.0024642542519524163,0.00194418225145232,0.0015791794190665592,0.004527642432253634
"{TA, VPD, SW_IN, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, NIRv}",2.6008346962862616e-07,0.057631359502935915,0.0505243246864157,0.06100450955542314,0.010724935870823718,0.002330112665428548,0.0015329660021186214,0.0020863194298651744,0.0009716979903501219,0.0022296167987831683
"{TA, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv, NDWI_SWIR2}",3.541458484520055e-07,0.062094250493800386,0.05841585438812427,0.07581962673350662,-0.22164670632488595,0.002024027527805436,0.002066574245621511,0.002229529085987385,0.001108529771649748,0.0029751567662220507
"{VPD, SW_IN_POT, SW_IN_POT_daily, EVI, NDWI_SWIR2, PFT}",2.9626275709232838e-06,0.05947071359288744,0.0552445314506773,0.06195970718207344,0.11255553836611508,0.0024348483304787866,0.0034113183759692037,0.0016753780853499822,0.002525474546138405,0.006588869988319715
"{TA, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, NIRv, NDWI_SWIR2}",4.455279274835676e-07,0.06280632950383219,0.060684826642805556,0.07405327406526427,-0.18558846788843578,0.0018514537872044018,0.0019511379328308945,0.0025156867456322812,0.0010866164213464563,0.0030716341552627785
"{TA, SW_IN, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, NIRv, PFT}",1.4060015361237064e-06,0.05499367523890645,0.05352709085564269,0.0589532304691295,0.12270025994188298,0.001681405804582925,0.0029049985175541165,0.001629409248514492,0.0008590635116789702,0.0042396433462627
"{TA, LST_Day, NIRv, NDWI_SWIR2}",7.770510491956923e-07,0.09077340035993428,0.08437248485333934,0.11541502620431304,-0.9959816856295248,0.0009979317457546044,0.002487806860813929,0.0035114549717251697,0.0014621354196837008,0.0025055211764859475
"{VPD, SW_IN, SW_IN_POT, dSW_IN_POT, LST_Day, LST_Night, EVI, NIRv, PFT}",1.493152901424838e-06,0.05465118699479018,0.0527024457868608,0.05848676786541185,0.1228789197461274,0.0019318908063078385,0.0020057902904109873,0.0014764692541365323,0.00047205394454530314,0.00420317641358553
"{VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, NIRv, NDWI_SWIR2, PFT}",1.9380778231048837e-06,0.05359714635922344,0.05298238621411111,0.05637167484057684,0.15675672703919494,0.0023678549265082754,0.0026939485462282656,0.0009966293086268105,0.0017177617028090106,0.005106250842256264
"{VPD, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, EVI, NIRv}",3.465851506131553e-07,0.06300022978114503,0.05696917231126687,0.0671723756627908,0.04746720562652842,0.0023119526694462267,0.001964469109388328,0.002004429206087628,0.0019949047590471433,0.003506520920236872
"{SW_IN_POT, dSW_IN_POT_daily, LST_Night, NIRv, NDWI_SWIR2, PFT}",1.10612035887214e-06,0.06447991355505965,0.06664073682439928,0.0709335447837591,-0.08866159244741985,0.0018801445527107802,0.00249335304000195,0.0017800745122076161,0.0009973567478588352,0.00413278258207081
"{VPD, SW_IN, SW_IN_POT, dSW_IN_POT, LST_Night, NIRv, PFT}",1.8787713202168034e-06,0.05568704918364716,0.05306623770351104,0.05891201722749974,0.06359458321946888,0.0020687175196387603,0.001766611945513398,0.001765710720700038,0.0006292272665600757,0.004755953856761405
"{TA, SW_IN, SW_IN_POT_daily, LST_Day, NIRv, NDWI_SWIR2}",8.789060498305701e-07,0.0583710052128682,0.05360713993987845,0.059643528379466626,0.06375385445795628,0.0019972268940775598,0.0031047620637032897,0.0023749693183713824,0.0020737022915875564,0.004517549637987214
"{TA, VPD, LST_Night, NDWI_SWIR2}",4.833660266331977e-07,0.08917496691377,0.07739770381651341,0.09398836350121488,-0.671938608187706,0.003611854462021488,0.002029410661856218,0.0017843551967416382,0.0032241584128284775,0.0028500468974466953
"{VPD, SW_IN, SW_IN_POT_daily, LST_Day, LST_Night, NDWI_SWIR2}",9.300763166293301e-07,0.06073500503615809,0.05481741900875899,0.06293398928868485,0.013452540905276367,0.004696135213442136,0.002139003876148196,0.0023313090013729887,0.0021691034523531744,0.0029131722548867145
"{TA, VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT, LST_Night, EVI, NIRv, NDWI_SWIR2, PFT}",1.6510488192780042e-06,0.053634756195197225,0.0519715467874929,0.05787945556491132,0.12367500658354348,0.002023968835430233,0.0027817889614022845,0.0016852702703512926,0.0014554717527793942,0.004996738192835387
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv, NDWI_SWIR2, PFT}",1.699759470513019e-06,0.0540496636188295,0.0510052629443704,0.057903938797307264,0.09544545904974318,0.002043923499283583,0.003036199247433119,0.0018600936696423556,0.0010463323362091964,0.004845792466065424
"{VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, LST_Night, EVI, NIRv, PFT}",1.6034334893675964e-06,0.05498944786105483,0.05261300822908356,0.05731276620167356,0.13869201479545107,0.0018450058637152766,0.002195451175695043,0.001386717196520254,0.0009809983537295494,0.004596609388209813
"{VPD, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, NIRv}",1.7019019777302018e-07,0.06192290095630745,0.05616929106039005,0.06742936086088308,-0.012129284298690776,0.0023668783713315447,0.0014540897047449625,0.002357614912360355,0.0015197835600931908,0.002245883228041215
"{SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Night, NDWI_SWIR2, PFT}",7.503678877586339e-07,0.06531798278300659,0.06778944155304634,0.07605618500455907,-0.15055027662405124,0.002598317155311995,0.0021100102713490637,0.002641928273017083,0.000534240783207629,0.0029863624159976038
"{VPD, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, EVI, PFT}",1.6956266416988343e-06,0.059425762120632344,0.055526358660058006,0.06330590819275075,0.08118155238010878,0.001678813806831013,0.0027570942797722903,0.001872714681155331,0.001303230006452362,0.004931526276986051
"{dSW_IN_POT, NDWI_SWIR2}",5.3289143913771746e-05,0.11058311675741585,0.11135411405698128,0.10886842179267767,-0.22307447918822218,0.005181112728731896,0.011363229765717839,0.004444144962805541,0.024439012644859176,0.007933156720012519
"{SW_IN, SW_IN_POT_daily, LST_Night, NDWI_SWIR2}",6.954348848330326e-07,0.06341977605968387,0.05777464533894908,0.07056845543888549,-0.11357734033904839,0.0031289739732400026,0.0022773876831989545,0.0020018373441062914,0.004375146749224498,0.0026657715464986215
"{TA, SW_IN, SW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv}",1.858492719978542e-07,0.05890283868724745,0.05382020817234537,0.05979832944677349,0.09309658879242337,0.002094546482118591,0.0017090200976695447,0.001940165248195,0.0013464772176854656,0.002647120504727915
"{VPD, SW_IN, SW_IN_POT, dSW_IN_POT_daily, LST_Night, EVI, NIRv}",3.4981867347689924e-07,0.059910787333587026,0.05128430533248984,0.06380838018707673,-0.1400838794070892,0.002698668312230708,0.00229862906623058,0.001287144931734055,0.0017690861750655346,0.0028873167723738047
"{SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, LST_Night, PFT}",1.299438660986553e-07,0.1050359832786856,0.09666752776599417,0.128286492822821,-1.1406007180009776,0.0005289082805532558,0.000544612618522719,-0.0003863414286829625,3.8104892279636204e-05,0.00044153765036708537
"{VPD, SW_IN, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv}",1.034116967571916e-07,0.05777675814032521,0.051511799437358737,0.06085335812980126,0.053268159149511884,0.002105971341572775,0.001524259569500891,0.0014346725118507889,0.0014381426427714714,0.002131279212662124
"{TA, VPD, SW_IN, SW_IN_POT_daily, LST_Night, NIRv, PFT}",2.752220991748832e-06,0.05547271641878854,0.05313880267729843,0.0585493960715035,0.08675767274723263,0.0011867935768766977,0.002592149933348012,0.0016140558064796431,0.0010954530585308292,0.005551679656138037
"{TA, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, NIRv}",1.9289656887940766e-07,0.07770775488441659,0.07185036310394266,0.09910611061659821,-0.5653113528648958,0.0021755393641436638,0.0020812472288220113,0.0030402987301745427,0.0019991261223692852,0.001748632927715446
"{SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, LST_Night, NDWI_SWIR2}",5.496825709079042e-07,0.06783289024662016,0.06765040809291703,0.07710938336424503,-0.3339506572113291,0.0031562876425889966,0.0014602842403347721,0.0018790474100134902,0.0009559191463987815,0.0015263827452313
"{VPD, SW_IN, LST_Day, LST_Night, EVI, NDWI_SWIR2, PFT}",1.751358532078679e-06,0.054757636691905816,0.051483132393419534,0.05757176420150863,0.09984116514332259,0.0021836341830608133,0.0025968729769493895,0.001182884197573543,0.0011572909058346834,0.004776475971077707
"{TA, VPD, SW_IN, SW_IN_POT_daily, LST_Day, LST_Night, NIRv, PFT}",1.9747847676612914e-06,0.05484929827038045,0.05331259463573633,0.05834194232996187,0.10434311254383227,0.0015340420638896846,0.00270127556643808,0.001754704604580097,0.000978107259452951,0.004968248074861639
"{TA, VPD, SW_IN, EVI}",8.467728797742563e-08,0.06486401197799374,0.05277689410266196,0.06051816016092745,0.010273325831287447,0.0012221253267967747,0.0014814824622530545,0.001195650844764251,0.0015635455926244698,0.0019994474380820304
"{TA, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Night, EVI, PFT}",1.0907963757211082e-06,0.08494463372238027,0.08352085275260082,0.11060529792426457,-0.9219826506000386,-8.239188323128088e-07,0.002148469893264074,0.0025726327610099825,0.0005823091183559739,0.0023921216302662113
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv, NDWI_SWIR2}",8.309721756968913e-07,0.05697595272601779,0.052593781307785074,0.058553407918634476,0.05033759248873643,0.0023746669182899763,0.002316031346935657,0.0022351080898117062,0.0015733397644702163,0.0042868404457908765
"{VPD, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Day, LST_Night, NIRv, NDWI_SWIR2}",5.329529011869825e-07,0.06037348273819644,0.05658523167444668,0.06906797510205268,-0.05103200467660638,0.0023939824305346177,0.001975566664025874,0.003383232173405415,0.001210945954165439,0.0027473905517990255
"{SW_IN, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, NIRv}",1.7819117740843745e-07,0.05830699154247521,0.052211328596818776,0.06383406136372663,-0.0454074043608611,0.0018888230067839462,0.001600217812656339,0.0015079601883117022,0.0006543067966165578,0.0016496421465524436
"{SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, EVI, PFT}",1.0251835385856248e-06,0.06566264687269431,0.0668214883694962,0.0718338210048178,0.03947692749835948,0.001645358756693284,0.0022201811323821763,0.0017194606757737763,0.00050574376705078,0.0036296619519086554
"{SW_IN_POT_daily, LST_Night, NIRv, PFT}",1.9262521631982226e-07,0.10493444363218721,0.0934964801705791,0.11829705233100367,-0.7477975546424821,-4.524345095102689e-05,0.001123416251828463,0.00035022594063867374,0.00023257675598831185,-9.950701292044117e-05
"{TA, SW_IN, SW_IN_POT, LST_Day, LST_Night, EVI, NIRv, NDWI_SWIR2}",9.853372850770247e-07,0.05764107313542001,0.053026037297649764,0.05948833939589175,0.024094578740409527,0.0021618300696283274,0.0020661116988230158,0.001982199477583213,0.0015851828937371096,0.0043814761125594015
"{SW_IN, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Night, NIRv, NDWI_SWIR2, PFT}",1.0036029297642426e-06,0.05533030781735166,0.055122990203443446,0.060105851000193125,0.014653059093364137,0.0015994320417574218,0.0029532118989800127,0.0013603499749942627,0.0010601754557201595,0.0036538289139942254
"{TA, SW_IN, SW_IN_POT, dSW_IN_POT, LST_Day, LST_Night, PFT}",3.8084221304176205e-06,0.06072818002836374,0.05544907630888585,0.06960968682387693,-0.2138425330376977,0.0070526924244591754,0.003549046814627567,0.0028116200963912985,0.0010784028824150915,0.004042076014978455
"{SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Day, LST_Night, EVI, NIRv}",2.2820627355528167e-07,0.06612566153529646,0.0637915132510905,0.08005197187947527,-0.27009018838803805,0.001573091824646905,0.0015782431290218696,0.0020549251908910104,0.000633747245898035,0.0017715114241314278
"{VPD, SW_IN, dSW_IN_POT, LST_Day, LST_Night, NDWI_SWIR2, PFT}",1.7858734780879795e-06,0.056591887330426645,0.05447547873921813,0.06556752850434817,0.02916828778409238,0.0030127920486428886,0.004132280675026488,0.0013305707176475487,0.001826455481209542,0.004867810810551473
"{TA, VPD, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, EVI, NIRv}",6.536906124402507e-08,0.07398598031556934,0.0621563196408513,0.08677297233782333,-0.6246327483224979,0.0023395927099569003,0.001977178095204174,0.00258144342165037,0.001978140711422924,0.002502916304550698
"{TA, VPD, SW_IN, SW_IN_POT_daily, EVI, NDWI_SWIR2}",6.497605193099779e-07,0.05893211413972177,0.05409395848397011,0.05853851781883737,0.11867101165398158,0.00205031673484541,0.002724104082866767,0.002843871236939327,0.003121410539622421,0.004497643364209186
