subset,invariance_score,predictiveness_train,predictiveness_val,predictiveness_test,skill_score_test,regret_cluster_0,regret_cluster_1,regret_cluster_2,regret_cluster_3,regret_cluster_4
"{TA, VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT_daily, NDWI_SWIR2, PFT}",1.9743106169269737e-06,0.05623857655229573,0.05508838149852076,0.060942641432148996,0.055602866139907205,0.002822301979226137,0.0043305723067869825,0.0014880063256565643,0.003311547940723733,0.005654315261185469
"{VPD, dSW_IN_POT_daily, NDWI_SWIR2, PFT}",3.2511371469438843e-06,0.08566861388096725,0.08137926587835922,0.09335187619758574,-0.5387940080228909,0.0014750801508356254,0.003114176884779593,0.0018139669242890621,0.006221239983237696,0.004826331595036107
"{SW_IN, SW_IN_POT_daily, LST_Day, EVI, NIRv, PFT}",6.262989002279516e-07,0.057227883723074795,0.057159020219757016,0.06135099542001106,0.12529501175207272,0.0017079994883458238,0.0025987685018982742,0.001469351908285857,0.0014047714653464272,0.0034608896808583506
"{SW_IN, SW_IN_POT, dSW_IN_POT, LST_Day, NDWI_SWIR2, PFT}",9.121086785528482e-07,0.05763372665509208,0.05849198000766879,0.061701700637280615,0.057204859867202494,0.002573794370943412,0.0032387824870784565,0.0014810874523708273,0.0009898296872440232,0.003406490997590786
"{VPD, SW_IN, SW_IN_POT, dSW_IN_POT_daily, LST_Night}",1.586782125667887e-05,0.07310560125263806,0.059847860631109695,0.0774681053609238,-0.5954745962620264,0.012851273214431205,0.001453598496056939,0.0032606094254261087,0.0036810906614561517,0.0062754475624936384
"{SW_IN_POT_daily, dSW_IN_POT, LST_Day, LST_Night, NIRv, PFT}",4.1818271600820426e-07,0.0817441471838507,0.07995199846522019,0.09637002858776075,-0.13335268066217756,0.002615600826674516,0.0023226804139378915,0.0020369284348671773,0.002186405126869871,0.003835174399321392
"{dSW_IN_POT, dSW_IN_POT_daily, LST_Day}",3.7737939254015717e-07,0.09283224992350915,0.08472287716612319,0.1009160968697899,-0.5591343516564508,0.0053422321640491655,0.004026930146261154,0.004277582146763451,0.005083376664878958,0.003748976561732481
"{TA, VPD, SW_IN_POT, LST_Day, LST_Night, PFT}",2.750263050234378e-06,0.06495918964922388,0.057565452746605225,0.07647896457552711,-0.20297731590447232,0.005012409579693532,0.003810547440155146,0.002574946719396662,0.0011987250994027407,0.005820361459595663
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, LST_Day, LST_Night, EVI, NIRv}",2.3608882426913573e-07,0.05831896449838399,0.05150899323007428,0.05856858356514034,0.10497488876796023,0.0023398015447381112,0.0017297567974609365,0.002056189813986392,0.001448199734403556,0.0028485307639835172
"{TA, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Day, NIRv, NDWI_SWIR2, PFT}",2.061700353152698e-06,0.06041326852672268,0.05861292588741414,0.06759919883166718,-0.015116737752587428,0.0020344715353205686,0.002593106629994839,0.0021461712154757923,0.00020581895128692768,0.004697731085975404
"{SW_IN, SW_IN_POT_daily, dSW_IN_POT, EVI}",3.1813289659043276e-07,0.06442688025889232,0.057856831653373436,0.06407035730457472,0.015467320515950234,0.002336481849852537,0.003244326053724822,0.0017213690266958612,0.00298765931343032,0.00208920384012104
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Night}",1.322202359293359e-05,0.0686893189065007,0.06171186263825204,0.07898811399628844,-0.5352866262531554,0.008440388463478457,-3.0482799958840567e-05,0.002826328364575262,0.0020405176011120615,0.009105510217307447
"{VPD, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, EVI, PFT}",1.404552299929311e-06,0.07060015236537996,0.06284660359576544,0.0749108126551615,-0.11741905156517139,0.002760958399816202,0.002077129445105616,0.0017142906203538172,0.0025019874507188553,0.005088050604875452
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Night, NDWI_SWIR2}",1.1875159333108894e-06,0.05913998748200351,0.05425047055059233,0.06255884626147551,-0.03738052669174959,0.004575253506645817,0.0018227496552556469,0.0014956071695573572,0.0020957938261401757,0.002487668620383396
"{TA, SW_IN_POT, dSW_IN_POT, LST_Day, EVI, NDWI_SWIR2}",5.859582191097939e-07,0.06405494013929733,0.06093184527985197,0.0752149368049684,-0.14362152055787752,0.0015818979102915631,0.0022990617160001878,0.003225842138814647,0.0013152232770235611,0.003066275485278741
"{SW_IN_POT, dSW_IN_POT, LST_Day, LST_Night, EVI, NIRv, NDWI_SWIR2, PFT}",1.0482652541665916e-06,0.06329190132210541,0.06524905998125627,0.06942831179815775,-0.025494109153507676,0.0018781673551592423,0.0017895599107654037,0.0019996072226615147,0.0003686463121216413,0.003596225988475088
"{VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT, LST_Night, EVI, NIRv, NDWI_SWIR2, PFT}",1.4244693700205843e-06,0.0538838210437413,0.0522990419782029,0.056932569330318185,0.1417590899724613,0.0020791808885503305,0.002687153186083542,0.0016712531190832478,0.0018987637826246434,0.004946310972462092
"{TA, VPD, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, NIRv, NDWI_SWIR2}",2.5694938168976827e-07,0.07272194992677024,0.06394726429763038,0.08059952122283547,-0.16946517473112246,0.002574315723458384,0.002502716721886608,0.003134389552439748,0.003289275178109105,0.003885640951963698
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, NDWI_SWIR2}",8.131449544448875e-07,0.057992013215964956,0.05436568547601769,0.06713088263894654,-0.1452812346053122,0.003622018370470159,0.0013880586524538802,0.002004577662395278,0.0010154864321734458,0.002345263288943314
"{SW_IN, dSW_IN_POT, dSW_IN_POT_daily, LST_Night}",1.3958716825375947e-05,0.07276882409660544,0.06332103053570917,0.09066120329597173,-0.73754003499816,0.012332782433111145,0.0017585485268803644,0.0032808317113315194,0.003936137856151323,0.006850824030398411
"{VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, EVI, NDWI_SWIR2, PFT}",1.4028997214745564e-06,0.05336973295559314,0.0499986243572005,0.05692471686201074,0.12732921482210907,0.0025322737611934293,0.0027809915482787523,0.0014165111228815613,0.0013340255176789925,0.004599134531333329
"{SW_IN_POT, dSW_IN_POT, EVI, NIRv}",4.2298917017218434e-07,0.0711773331264824,0.0695794091425494,0.07481916461443451,-0.1295257617433337,0.0021658320487047966,0.0034462623703615802,0.0022695238675853324,0.001503216131657513,0.0019049391247673853
"{VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, NIRv, PFT}",2.9815216550369802e-06,0.0559057266123954,0.05505082827504265,0.06053198785274644,0.11751934531655818,0.001899584429700188,0.0030272750023525724,0.0013945206541388575,0.0018335631080291584,0.006139639118107679
"{TA, dSW_IN_POT, LST_Day, LST_Night, EVI, NDWI_SWIR2}",4.710325712251667e-07,0.07869394056414498,0.07390165887223632,0.09613026090753476,-0.4029950231248742,0.002020591520682319,0.0023792352455352384,0.003974167990129965,0.003235375269044355,0.0031377043564182194
"{SW_IN_POT_daily, dSW_IN_POT_daily, LST_Night, EVI, NIRv, PFT}",9.11254213294103e-08,0.1040301697872473,0.09057768659035502,0.11798903490833032,-0.9904385417245131,-0.00011272384193880547,0.0006631631648621045,0.00016456915278675877,-4.363454543980516e-05,-0.0001616140599030591
"{TA, SW_IN_POT, SW_IN_POT_daily, LST_Night, NIRv, PFT}",3.551088500545399e-06,0.06286082704472269,0.06001773694153101,0.06910798107191601,-0.04923118093510109,0.0020605238997124173,0.003019769747153664,0.0031681365789136204,0.0006165869734587257,0.006342472005351998
"{SW_IN, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, NDWI_SWIR2}",2.5478373406077483e-07,0.059035120240135526,0.056256236623318356,0.06792853465856066,-0.1312001925964851,0.0032083281859226903,0.0023902443657428593,0.0021479983678933112,0.0016466152330148545,0.002354276077127168
"{TA, SW_IN, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, NDWI_SWIR2, PFT}",1.1684827644219667e-06,0.055076320949937856,0.05629388787756083,0.06497628676865727,-0.0041247069410800434,0.0028235753240704806,0.004049323457827929,0.0014809931481598454,0.0016376312708752463,0.00389218745129144
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, LST_Night, NDWI_SWIR2}",1.4610985271814094e-06,0.05861324792336874,0.054232050765275416,0.061464377754353525,-0.005387335503646544,0.004803936660494702,0.0017724107679106746,0.0019162753711909689,0.001496693803550199,0.0028856801153027967
"{dSW_IN_POT, LST_Night, EVI, NIRv, NDWI_SWIR2}",6.348595470666919e-07,0.08743330706026543,0.08177706933999018,0.10649579449937036,-0.30051003366575374,0.0023940863954427793,0.004507451129861284,0.00286504810561046,0.004096348754935128,0.003942960030498183
"{VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, NIRv, PFT}",1.9950236301482358e-06,0.05435608968154115,0.05252560263469745,0.05895948113507088,0.05139039776766441,0.002041126209410535,0.0018731750724891721,0.0017594181367342268,0.0006495243161288161,0.004893392236654415
"{SW_IN_POT, LST_Night, EVI, NIRv, NDWI_SWIR2}",7.035368771970718e-07,0.0682315607334977,0.06812053343418895,0.0741303932528393,-0.1481437493750131,0.0011859918276442838,0.0033595023196033857,0.0016721843827510324,0.00227368974208024,0.003174519338612805
"{dSW_IN_POT, NIRv}",1.4747586806587335e-05,0.10372919712248793,0.09419248169885125,0.10694440854527396,-0.21929341236270886,0.005906308471763391,0.013948288374000653,0.005805275456265538,0.012838034990589248,0.005109978423541731
"{TA, VPD, SW_IN, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, NDWI_SWIR2, PFT}",1.1014533006355605e-06,0.05472681900018271,0.055468023011660095,0.06574075639342966,0.050115595783158516,0.0027791285888100134,0.003248868815110391,0.0016165865556400857,0.0012726727149533074,0.004124993773271329
"{VPD, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, PFT}",8.529429124379449e-06,0.06535679746867687,0.05813209836925061,0.06640263835319876,-0.014007693450986458,0.007480909629329721,0.0030295123932925147,0.004228256477130876,0.0017442923550123543,0.009655469987030402
"{VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT_daily, NIRv, NDWI_SWIR2, PFT}",2.899005900740817e-06,0.054654801316288804,0.05527382371670936,0.059272842573819734,0.10934141232047212,0.0017713584887351502,0.0036316788029236158,0.0015663481636322418,0.00238591193774175,0.006196058244480648
"{TA, VPD, SW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, EVI}",2.1356495097034127e-07,0.06289677631453129,0.054626458510694184,0.06939140940080882,-0.013806837329322178,0.002667659598896442,0.0023185515044846228,0.0025568721005205935,0.001357671370441231,0.0022553434515476672
"{TA, SW_IN, dSW_IN_POT, LST_Day, NDWI_SWIR2, PFT}",1.4333707807421235e-06,0.05758968477389872,0.05603608271218856,0.06291972521904698,0.010405172096430252,0.0023746789434297214,0.00397735585901033,0.001452208823682813,0.0017692526910466494,0.0044495193111202674
"{TA, SW_IN_POT, dSW_IN_POT_daily, EVI, NIRv}",3.0756999413165033e-07,0.06729007054894144,0.061136364162238235,0.07595041108849124,-0.2400669144920541,0.0030290782158030466,0.002357253591287925,0.002245927944457757,0.0018149137036937713,0.0033492510397224867
"{SW_IN, SW_IN_POT_daily, dSW_IN_POT_daily, EVI, NIRv}",6.671977144769328e-07,0.06178502849732315,0.05973380372413852,0.06329197634666509,-0.06682632751643974,0.001522967880035704,0.0032746589574777288,0.0013660613575000313,0.002778593313947225,0.0031693538977784624
"{VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, PFT}",1.841660176609321e-05,0.06454309296837316,0.06028086875303626,0.06650865561505001,-0.12868961499022744,0.011375961409870065,0.002520921182971647,0.003982866686271722,0.00303366883896148,0.012351543588949465
"{TA, VPD, SW_IN, LST_Night}",3.352009808197031e-06,0.07132077906559324,0.060549176963207635,0.07528763522773721,-0.42729086833340557,0.005970228743555753,0.0009755266839022378,0.0010562720654461039,0.0019948637268460134,0.002759107465777705
"{TA, SW_IN_POT_daily, dSW_IN_POT_daily, NIRv, PFT}",8.548648405442011e-07,0.08649870149816555,0.08670110024406495,0.1145056222267818,-1.071419098495804,0.0003685922879504283,0.002738936685299509,0.002313002899307637,0.0012672928082810148,0.002710239626320707
"{TA, LST_Day, NDWI_SWIR2}",7.039811495902747e-07,0.09511005316245201,0.08798402811073305,0.11541709241164977,-1.0586383083266515,0.004117805922310536,0.002134548108744777,0.0021571664175919353,0.0023837913564193278,0.0017012376520640082
"{dSW_IN_POT_daily, EVI, NIRv, NDWI_SWIR2, PFT}",3.297805244714605e-07,0.10540170611185622,0.09903246079852107,0.1217771131548441,-0.675085109244366,3.444227455608184e-05,0.0015090730213216802,4.3397393424252084e-05,0.0008803738254745397,0.00023710257372944188
"{TA, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Night, PFT}",1.8044647041155693e-05,0.06919497340544194,0.06313387272099978,0.0832744554028736,-0.5548385146719443,0.013269198561381958,0.0027367462417239585,0.004329787834467358,0.0012305093914188048,0.007220599705912822
"{LST_Day, LST_Night, PFT}",2.0336394058609644e-07,0.10934289843759902,0.10005069202213906,0.1352983148095236,-1.6630072932054292,0.0006556590033513637,0.0017703868515622362,0.0009551601980250929,0.000631334910837611,0.0005464243873501695
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, NDWI_SWIR2}",9.10859115087824e-07,0.057887073592394256,0.05392976951420131,0.0656207433664728,-0.09496953579224858,0.003751674860549961,0.001143026150036995,0.0016892567338107067,0.0012160504203030595,0.0022009687755085716
"{SW_IN, SW_IN_POT, LST_Day, LST_Night, NIRv, PFT}",1.075838245338671e-06,0.05732491926568312,0.05537981321880301,0.061347869764492066,0.04311209226965531,0.0014766044768366668,0.002454531283852264,0.001659548095302818,0.00047417280879955004,0.003574972432774312
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, LST_Night, NDWI_SWIR2}",7.040206055962174e-07,0.06112462324033124,0.055086309978094515,0.0669429235559501,-0.11571040313815466,0.004098020175424863,0.0018913837244886461,0.0020478740793361747,0.0018853989219555015,0.002342090916071904
"{SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI}",2.236426155438688e-07,0.05914159967632097,0.05436114641378193,0.0616722625169445,0.07401858386537781,0.0021871995088014948,0.0016199208426673495,0.0017035734367488523,0.000831080441729283,0.0020489839963826056
"{TA, VPD, dSW_IN_POT_daily, LST_Day, NIRv, NDWI_SWIR2}",2.7761772389045415e-07,0.08227660664047183,0.07254274807030489,0.0960290135571481,-0.7049256889544138,0.0010913288655308578,0.0017581904554747618,0.002147372143698506,0.0017224652529615261,0.0026892952536256565
"{SW_IN, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, NIRv, NDWI_SWIR2, PFT}",1.5259440017201471e-06,0.054558606819667434,0.05317522770050394,0.05993503770367407,0.13257609338467408,0.0024112155215578954,0.002372337417830543,0.0010981320838702388,0.0012084039439091837,0.004531367362143171
"{TA, VPD, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, NIRv, NDWI_SWIR2, PFT}",1.6512359981267194e-06,0.06892195140838915,0.06332946802769407,0.07720596421601411,-0.2581788069170278,0.0016679248468641147,0.001984652432806669,0.0017677798531225003,0.0014022045514607076,0.004883881913504959
"{SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, EVI}",1.1169780948503944e-06,0.08471029753911354,0.08084762663787365,0.10376720812606596,-0.746918918864881,0.00143485165356394,0.002757024441538858,0.0015335719908341067,0.004198496267614545,0.0033227560674546075
"{TA, SW_IN, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, LST_Night, NIRv}",1.336554478306815e-07,0.058667707191061104,0.0523301230102035,0.06485633457184012,-0.06113532286586645,0.0018020423370016733,0.0020230923609821025,0.0016404260565407308,0.0010289117968370481,0.002015575168635486
"{VPD, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, NDWI_SWIR2}",3.8816582488903345e-07,0.060158027908409406,0.05634000397017552,0.0633697356724113,0.03950533648934614,0.0022178744143608667,0.0023312098987708016,0.002848154364886328,0.0013194878964147214,0.0031341826663766337
"{TA, SW_IN_POT, LST_Day, LST_Night, EVI, NIRv, NDWI_SWIR2}",5.115429779952374e-07,0.06413511261750714,0.060864583808978405,0.07154095522435627,-0.13330096914396103,0.001929433294907322,0.00257712318872573,0.0025566302630437993,0.001558956791947133,0.0036605580355314887
"{TA, SW_IN, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, EVI}",1.852803520729614e-07,0.060839125534606006,0.0534833768125057,0.06388792506462063,-0.09336005734735692,0.0011555375467679624,0.0015309334854261142,0.0017660417648347748,0.0012257577137626194,0.002346040044999817
"{SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, NIRv, PFT}",1.3544615016854308e-06,0.06460474999802042,0.06720319135178883,0.07028607500072931,-0.018113350629441787,0.0014929693667291438,0.0017706771216567246,0.0017458610895171728,0.00026540613460426105,0.003879431412099371
"{TA, VPD, SW_IN, SW_IN_POT, dSW_IN_POT_daily, PFT}",9.260871199327773e-06,0.06337819884582198,0.05418665449738201,0.07143876416136685,-0.16746562238406057,0.009425332376401627,0.003176465237705657,0.0028145380536838682,0.0023242433336512006,0.008425106918349995
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Day, LST_Night, EVI, NDWI_SWIR2, PFT}",1.6851798596104955e-06,0.05363796411556023,0.05109511154056784,0.05820143670576235,0.08747548262941723,0.002226349424068276,0.00256675449881396,0.001472110695513791,0.0005048176029689572,0.004412209840530257
"{TA, VPD, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, EVI, NIRv}",2.5552139083178086e-07,0.0735244488970809,0.06381948729270837,0.08180501679480562,-0.1679278530304356,0.001625461843429904,0.0023142417253713826,0.0030537798848876,0.0028161792638872613,0.0027700227729872684
"{TA, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Night, NIRv, NDWI_SWIR2, PFT}",2.498229678552967e-06,0.06054172820413132,0.059021424572481315,0.06767487905698433,-0.07717743642385004,0.0017725712581640185,0.0026022865435138057,0.002120359676034647,4.057689569460926e-05,0.004942805015061086
"{VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, LST_Day, NIRv, PFT}",2.828354284992961e-06,0.05614041320496857,0.05459900500850584,0.058082661360935664,0.11366863020306683,0.002048494815615365,0.0026679145921901515,0.0015392590130658343,0.0012547782542144253,0.005906505388270256
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, EVI, PFT}",1.3840573566737505e-06,0.05498433445107038,0.051787059268226784,0.05929463044513447,0.10381675049810098,0.0017446183812046684,0.0024930978579836907,0.0012827365359019058,0.0007076512609449984,0.004109523119955688
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, NIRv}",9.759562245910112e-08,0.061169273875139124,0.05132776830130505,0.06217481076782115,-0.09309164283714105,0.0020451281340003735,0.0018468783610563408,0.0016661923942362447,0.0017580809728390268,0.0025444468774365042
"{SW_IN, SW_IN_POT, LST_Day, EVI, NIRv, PFT}",9.989930070027124e-07,0.05811890594727035,0.05668032692024606,0.06138918091897348,0.12557473790804666,0.0016464438386575436,0.0022758307955437346,0.0014752891820166078,0.001001975877218321,0.0038810236614892774
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, NDWI_SWIR2, PFT}",1.128240640111439e-06,0.05527969171558919,0.05588612034361117,0.0610543451513095,0.053821506718730705,0.0030749333015233846,0.0035403886740202617,0.0015141477000887235,0.0013007508681775817,0.003898376842901355
"{VPD, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, NIRv}",2.77351611670885e-07,0.06399911533223215,0.054439810081182725,0.07632388330903389,-0.3111428669835316,0.0026242927047400236,0.0014641445510592682,0.002630797298646244,0.0014589972307871013,0.0018600720761015321
"{TA, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Night, EVI, NIRv, PFT}",1.5357015962491525e-06,0.05469151684894551,0.05222750378423899,0.05931545706697608,0.08762395424600634,0.0012946264736738641,0.0018821139245103063,0.001616015870562211,0.00028535716032386527,0.004056545231732489
"{VPD, SW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, PFT}",3.081797206744072e-06,0.0638662870959437,0.05770452678338085,0.07581617563983423,-0.22846508304054627,0.005948532483227083,0.0040038262283832865,0.0027936234146835326,0.002226701340806131,0.006758984349464925
"{TA, SW_IN_POT_daily, LST_Night, PFT}",7.575550098819358e-06,0.09363926466359407,0.08948816107789022,0.11383432621035924,-1.2654639369090965,0.009487493890894622,0.002673921544348229,0.004190722992017226,0.001682610257329173,0.005938310064687188
"{VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, EVI, NDWI_SWIR2, PFT}",2.271670756097127e-06,0.054049373963918144,0.05259888777243409,0.05632341819951711,0.14888289418004885,0.002736368784846961,0.00329872413831922,0.0012702271883798522,0.001625504876836166,0.005525354163596674
"{SW_IN, SW_IN_POT, dSW_IN_POT_daily, NIRv, NDWI_SWIR2, PFT}",1.546802797393079e-06,0.057038356580335056,0.0585274976251145,0.06133177515766129,0.08173831657893266,0.002558397527554185,0.003877089224773679,0.001700201173240129,0.002171588826069243,0.0051042441795827315
"{TA, VPD, SW_IN_POT, SW_IN_POT_daily, LST_Night, EVI, NDWI_SWIR2}",5.518355735216618e-07,0.06183521689769694,0.05708671469037156,0.06710858954479235,0.05123642802181324,0.002020885839534692,0.003015034773688613,0.0031545423493044775,0.0017408201440962598,0.003738192949040167
"{TA, SW_IN, LST_Day, LST_Night, PFT}",2.642723180488947e-06,0.0631837122286289,0.05606582998114517,0.06990151794169092,-0.26447597454604355,0.006182769602364746,0.0046480347861295596,0.002947967029666737,0.0013506563590313728,0.0041230594934063836
"{TA, dSW_IN_POT, LST_Day, LST_Night, EVI, NIRv, NDWI_SWIR2, PFT}",1.1802765599509793e-06,0.075005184161079,0.07009691995055618,0.09091458114691246,-0.29895642870252936,0.0016136204965752354,0.0021229739058056946,0.002986113225548287,0.00204016340993312,0.004667719919230137
"{VPD, SW_IN, dSW_IN_POT_daily, LST_Night, NDWI_SWIR2, PFT}",1.6623151673921242e-06,0.05660099618955157,0.054788364977043945,0.06592003649324879,-0.0256405595533666,0.0026465496510228795,0.00416731615865696,0.0016298613240110782,0.003445966969001839,0.005409352174703244
"{TA, SW_IN, SW_IN_POT_daily, dSW_IN_POT, LST_Night, EVI, NIRv, NDWI_SWIR2}",5.325371941652566e-07,0.05698276662431414,0.05358003869265692,0.05903472049383062,0.0500272796456816,0.002111845812517339,0.002266612796503281,0.0026318855792113044,0.0017243682866067908,0.003856547091581189
"{SW_IN_POT_daily, dSW_IN_POT, LST_Day, LST_Night, NIRv}",3.338334409033579e-08,0.08491270722590621,0.08114563411554859,0.1028017997934353,-0.19219113388793718,0.002627680409425112,0.0029598856241707383,0.0024938788070638096,0.002918930934242815,0.002881275936898353
"{SW_IN_POT, EVI, NDWI_SWIR2, PFT}",2.0182858672775078e-06,0.06953899123793261,0.07079819471500964,0.06963767118764913,0.012284012413110465,0.0029671085872781666,0.00546920460831013,0.0025943396658106854,0.003288134493917627,0.006102093516626633
"{TA, VPD, SW_IN, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, NIRv, PFT}",1.821629591881526e-06,0.05538789713935827,0.05128887766383296,0.05917272862515738,0.09681405945676615,0.0016793211948116296,0.0022338499073371668,0.001789831913255567,0.0010486853492263568,0.0049265613847955525
"{TA, SW_IN_POT, dSW_IN_POT, LST_Day, LST_Night, EVI, NIRv, NDWI_SWIR2}",4.508534103330424e-07,0.06296103991700755,0.05938826569367462,0.07592028450884672,-0.20626748053012567,0.001722719923416119,0.0020645588101900966,0.0028065090887777477,0.001076780943750244,0.002851422056637923
"{TA, VPD, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, NIRv, PFT}",2.369563856002025e-06,0.05869878685167159,0.054200161025221384,0.0660026312890602,0.021263884047330928,0.0016969573493415338,0.0027212023802991453,0.002318405401215154,0.0006844907964520738,0.005299044454328619
"{TA, VPD, SW_IN_POT, SW_IN_POT_daily, LST_Day, LST_Night, PFT}",2.8031371742024005e-06,0.06326281081979472,0.056787667590943225,0.0737496385915071,-0.12465714904400998,0.004939533747205571,0.003917335678883034,0.00280919123919042,0.001364883508433938,0.006209025489341269
"{TA, SW_IN_POT, SW_IN_POT_daily, dSW_IN_POT, LST_Night, EVI, NIRv}",3.779989591860258e-07,0.0655034491173493,0.05873526031041749,0.07871373398999454,-0.375157669304414,0.0018951890664071283,0.001605372025109797,0.002479284415541669,0.000810251659709188,0.0024425324945188953
"{SW_IN_POT_daily, LST_Day, NDWI_SWIR2, PFT}",2.6313631818342117e-07,0.10552928365320725,0.0926407069672915,0.11926755234955036,-0.7200983890413578,0.00013277817993141705,0.0014688097361856278,0.00010983730005936776,0.0005754743561373205,0.0009338228617687128
"{SW_IN, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, LST_Night, PFT}",3.471813531385048e-06,0.0598909337164901,0.05611579987440149,0.07025145183794759,-0.17073533396248156,0.006687581107693255,0.0030535986443881863,0.002456280722967649,0.0012255809891715402,0.00436818856748819
"{SW_IN_POT, dSW_IN_POT, EVI, PFT}",1.1011973697366555e-06,0.06831027003222212,0.0718674155700494,0.07181887400058333,0.03865594183408457,0.0016082115504985062,0.0033096308605965047,0.0023376727125422186,0.0005292010288896268,0.0032556016103102436
"{TA, SW_IN, dSW_IN_POT, dSW_IN_POT_daily, LST_Day, NIRv, NDWI_SWIR2}",6.713452181722657e-07,0.05720497656442623,0.05323068229135202,0.06130264009986855,0.011876337728520777,0.0023089497630051914,0.002817625176271245,0.0023529164544657116,0.0015530830332018547,0.004038253467698857
"{SW_IN, SW_IN_POT_daily, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, NIRv, NDWI_SWIR2, PFT}",9.49677430013183e-07,0.054253696942399884,0.053379457738749664,0.05979815348173241,0.04488688431396685,0.0018027962644734524,0.002903346187688678,0.0016016707792112714,0.0011246774407385474,0.0038104048134837976
"{TA, VPD, SW_IN_POT, dSW_IN_POT, dSW_IN_POT_daily, LST_Night, EVI, PFT}",1.7648168688849491e-06,0.05847311033405427,0.05363922088914693,0.0696067651307003,-0.019764105795823755,0.0017562070084861034,0.002367035678780799,0.0018580802933141141,0.00045881412805438837,0.004534677865946399
"{TA, VPD, SW_IN, SW_IN_POT_daily, dSW_IN_POT_daily, LST_Day, EVI, NIRv, PFT}",1.980491301316356e-06,0.05449102164408979,0.05222864799369058,0.056976522611955335,0.1261205499977954,0.0016597514106657593,0.0027738061014666374,0.0015071295779818042,0.0011057692045679038,0.004996705446502825
